machine_age,runtime_hours,utilization,temperature,vibration,previous_failures,maintenance_gap,downtime_history,cycle_count,failure_occurred
7.3,1413.6,79.2,38.7,0.29,3,68.2,10.9,12474,0
5.3,1779.4,48.8,78.8,2.94,1,52.4,1.8,14825,0
4.7,3082.5,48.4,61.3,0.97,1,34.3,1.7,26352,0
7.5,3903.6,89.8,67.4,1.31,2,10.1,7.7,32684,0
6.7,1448.3,82.0,76.0,3.07,1,77.4,2.1,11852,1
2.2,447.9,83.5,73.9,0.52,3,38.6,11.0,3617,0
4.3,3183.4,46.6,62.2,1.59,2,30.1,5.2,26915,0
6.0,3083.9,88.5,63.7,7.52,0,69.3,0.0,26530,1
7.2,3734.6,83.8,72.7,2.69,0,23.4,0.0,31937,0
3.6,368.7,64.6,50.2,0.34,2,57.9,7.5,3106,0
8.4,551.1,50.1,64.9,1.16,2,62.7,3.0,5152,0
8.3,614.3,57.6,68.8,0.81,3,92.1,11.9,5170,0
3.1,1612.9,53.7,73.2,0.42,2,41.3,4.9,14196,0
3.8,3672.9,63.2,66.7,0.89,1,29.0,2.9,31698,0
8.5,3674.6,58.4,65.6,0.92,2,94.4,6.8,31171,0
1.2,2082.1,94.3,62.0,1.36,2,50.5,6.0,17204,1
2.3,1522.6,73.7,72.3,0.63,2,49.6,7.8,13067,0
4.2,275.7,79.2,56.6,1.12,1,46.5,2.7,2654,0
7.0,1588.7,48.8,67.8,0.77,3,61.9,8.5,13154,0
5.1,3812.8,64.4,65.3,0.5,0,17.8,0.0,31931,0
8.9,2746.4,85.3,68.8,0.23,1,85.5,2.0,23303,0
4.9,3354.9,57.3,77.5,1.35,1,72.8,3.9,28637,0
4.9,1080.4,45.8,59.8,1.91,4,43.4,8.9,9160,0
0.9,3916.0,97.6,48.2,0.45,1,47.8,1.6,33504,0
2.2,2270.4,96.6,74.8,2.14,4,82.3,9.0,19739,1
8.4,3862.4,52.7,62.1,9.09,2,92.1,6.9,32554,1
1.3,2648.9,54.6,50.4,0.54,2,40.8,3.4,22378,0
8.1,1432.9,65.1,72.0,2.88,4,30.0,9.0,11903,1
2.1,440.1,92.1,72.6,4.81,2,86.2,5.5,3307,1
3.1,365.5,61.4,57.3,2.09,3,22.7,7.0,3216,0
6.2,1100.4,82.2,57.2,0.77,2,26.5,7.2,9574,0
8.8,2726.2,69.0,66.2,0.32,1,69.8,2.0,23494,0
4.3,3134.9,78.1,52.8,0.66,1,58.5,2.3,26872,0
1.7,1379.0,56.7,68.5,1.27,1,90.2,2.4,11521,0
7.3,1638.2,84.6,40.7,3.87,1,79.5,3.4,14093,0
8.8,1838.2,48.6,58.9,0.63,1,66.7,3.6,15545,0
1.2,3392.4,88.9,64.5,0.7,1,78.0,3.6,28665,0
1.7,1981.4,97.9,59.8,0.03,2,76.2,4.5,16476,0
1.3,1200.3,64.7,59.2,3.44,3,35.7,9.9,10386,0
5.8,2795.3,65.4,61.7,0.24,2,43.8,6.3,23568,0
3.8,2505.9,79.8,73.0,1.55,3,10.5,6.8,20936,0
4.9,2385.2,84.5,61.6,0.53,0,54.0,0.0,20001,0
6.7,279.7,66.0,57.0,3.98,1,27.8,2.1,1977,0
1.2,1310.7,47.4,71.7,0.95,1,76.8,3.9,10989,1
0.8,3085.0,74.3,47.4,2.76,4,32.7,11.1,26224,0
2.1,2691.4,69.2,51.5,1.03,0,83.8,0.0,22601,1
6.2,1015.6,97.4,71.2,1.37,1,29.8,3.6,8441,0
5.6,3408.8,48.9,77.8,1.92,0,37.1,0.0,29087,0
3.1,988.0,66.7,56.8,0.39,1,87.2,2.6,8276,0
5.9,2805.0,69.8,64.5,1.71,1,12.0,2.6,24160,1
5.4,3546.9,56.5,68.4,0.36,1,22.3,2.4,30041,0
5.8,1742.7,73.3,62.5,0.09,1,10.2,2.7,15270,0
3.5,3992.2,73.2,54.0,0.85,1,51.1,2.6,33704,0
3.1,2133.0,48.1,57.8,2.13,0,71.5,0.0,18281,0
1.2,2961.8,52.2,65.7,0.75,3,48.0,5.0,25305,1
2.0,1183.6,84.7,67.7,0.25,0,40.6,0.0,9670,0
6.9,1386.2,83.0,62.4,0.4,1,45.6,3.4,12044,0
8.4,1202.4,57.7,80.3,0.09,2,77.7,5.8,9721,0
6.9,1146.1,69.6,79.4,6.07,1,24.0,2.9,10191,0
3.1,2626.6,78.1,53.7,1.81,1,53.6,4.0,22175,0
1.3,2983.3,51.1,68.2,0.58,3,58.4,11.3,25310,1
1.9,1720.0,82.8,67.0,0.5,0,58.3,0.0,14451,0
1.3,3753.7,62.9,55.9,10.79,2,53.9,3.4,32301,1
8.8,2511.9,72.7,41.1,1.14,5,36.3,15.5,21296,1
3.7,3977.5,47.6,69.0,2.15,3,43.6,5.2,34270,1
6.2,2219.0,47.9,63.0,1.7,0,55.4,0.0,18906,0
7.9,2955.2,58.2,82.1,3.95,2,82.2,7.7,25394,0
3.1,3472.3,70.9,69.8,2.07,1,23.0,2.5,29181,1
3.8,3854.8,85.5,55.5,0.69,3,42.0,6.2,32652,0
5.0,3094.6,64.0,71.0,5.88,3,63.9,5.1,26754,1
5.3,1454.3,67.8,81.6,1.7,4,22.1,13.2,11911,0
1.8,1846.2,84.7,52.6,0.52,1,57.6,3.0,15255,0
4.0,1468.5,74.6,63.5,0.76,2,60.7,5.5,12287,0
5.2,2014.0,80.4,74.1,0.0,1,13.5,2.8,17365,0
6.2,2060.9,68.2,68.2,0.62,1,63.2,1.8,17110,0
5.1,1834.8,53.1,78.5,3.97,1,65.3,2.1,15410,1
7.1,2664.7,77.4,60.8,1.98,1,62.0,3.1,22941,0
7.0,1872.7,80.5,71.4,0.36,2,10.9,7.0,15575,0
8.8,2925.6,58.3,64.4,1.61,4,62.6,6.4,24436,0
0.7,2403.1,89.5,60.3,2.25,3,6.4,9.7,20157,0
4.5,2216.4,85.0,63.7,2.72,6,14.3,13.1,18345,1
4.2,756.8,92.8,72.2,2.92,4,73.3,9.0,6739,0
7.2,1248.3,71.9,59.4,1.49,3,70.8,10.4,10716,0
2.1,3492.1,83.4,70.2,1.07,0,52.9,0.0,29279,0
5.5,378.2,66.3,52.1,0.54,0,16.3,0.0,2897,0
4.2,758.9,50.3,74.5,0.82,0,41.4,0.0,5980,0
3.9,237.0,80.7,58.6,2.24,1,52.7,2.5,2214,0
1.2,2643.8,81.4,74.1,3.33,0,86.4,0.0,22695,0
4.8,1716.6,93.5,61.9,0.47,1,82.4,3.8,14311,0
2.7,3888.4,76.7,61.8,2.63,0,92.2,0.0,33244,1
8.1,2737.7,90.8,61.3,5.64,0,13.7,0.0,23636,0
3.6,2680.0,61.2,64.3,0.44,5,78.1,19.0,23226,0
2.3,351.0,52.8,48.9,6.06,2,64.5,3.1,2733,0
5.9,851.8,85.5,76.2,0.19,1,76.6,2.5,7405,0
0.7,242.2,85.8,60.2,1.87,1,8.8,2.0,1983,0
4.6,2428.2,91.3,76.1,3.56,0,37.1,0.0,21122,1
1.1,1229.5,66.1,54.4,1.05,2,81.5,3.5,9992,0
1.0,1691.5,92.5,73.0,0.65,0,55.1,0.0,14286,0
8.2,3200.8,55.3,54.9,2.38,2,16.5,5.8,27199,0
8.0,3600.4,69.0,75.0,1.32,2,52.8,6.1,30743,0
2.0,327.7,62.9,35.9,1.0,0,78.3,0.0,3198,0
1.0,2032.8,55.0,72.3,0.87,0,32.3,0.0,16963,0
7.6,3515.9,47.6,63.5,0.32,1,37.5,3.6,30102,0
5.8,629.4,58.5,60.8,1.72,1,94.1,2.6,4947,0
5.5,3920.5,75.3,60.9,5.36,1,50.0,3.2,33191,0
0.7,1871.1,72.1,49.9,1.0,3,35.7,12.0,16253,0
2.2,1393.3,69.0,72.2,3.42,2,58.4,4.4,11451,0
1.7,2737.3,79.3,61.6,2.75,4,70.7,13.2,23398,0
4.3,660.8,74.6,67.9,0.55,1,39.5,3.5,5659,1
4.5,1307.5,70.3,71.8,0.08,3,52.8,4.8,11113,0
7.6,632.7,72.2,63.5,1.33,2,26.7,3.6,5634,0
5.7,355.2,85.4,68.3,1.59,1,20.8,3.3,3226,0
1.8,492.6,93.3,66.0,0.48,1,42.2,3.3,4557,0
6.3,1539.7,97.0,53.0,0.08,3,53.4,9.2,13184,0
2.2,1221.1,68.3,65.5,1.06,2,27.6,4.1,10610,0
6.5,1781.6,92.2,65.2,4.91,4,28.3,9.5,15537,1
5.5,1615.4,65.5,76.3,3.89,2,47.8,5.0,13584,1
5.1,1347.0,80.0,58.1,0.1,2,53.7,7.4,11721,0
1.7,2699.4,85.6,46.8,1.53,2,83.3,6.1,22446,0
7.8,303.8,45.2,69.5,4.17,2,26.9,7.1,2188,0
5.9,594.0,72.5,62.6,1.55,1,31.4,2.9,5531,0
8.9,2914.5,88.8,62.4,0.11,2,55.6,3.0,24985,0
1.6,1480.7,85.9,59.6,0.2,1,92.2,3.0,12805,0
1.7,2460.8,52.0,78.7,1.47,0,8.1,0.0,21142,0
1.6,3591.8,85.8,45.4,10.01,1,26.3,3.1,30145,1
1.1,2835.6,71.2,74.2,2.43,2,15.1,8.0,23625,0
3.1,2113.5,74.6,67.8,0.49,2,39.5,4.3,18285,0
7.9,846.2,48.9,69.8,0.8,1,88.4,2.0,7605,1
8.6,963.0,61.0,65.3,1.22,3,69.9,5.2,8313,0
8.0,1675.2,81.0,57.5,0.85,1,9.5,3.6,13803,0
1.6,448.0,74.8,56.5,1.26,2,64.7,5.5,3642,0
6.7,1695.7,89.9,65.7,0.44,1,9.4,2.3,14640,0
5.9,3817.0,49.9,73.2,0.11,3,24.9,6.3,32282,1
8.2,2159.1,80.6,74.4,1.35,2,23.2,6.3,18296,0
4.1,1891.8,93.3,67.1,0.2,1,67.8,3.1,16521,0
5.2,1015.8,68.9,73.7,5.78,2,11.5,3.8,8189,0
3.4,2621.9,73.4,70.0,1.63,1,90.8,1.7,22725,1
4.9,613.6,48.8,80.9,0.56,1,40.0,3.8,5571,0
2.5,934.1,95.6,60.4,0.41,3,36.6,9.3,8401,0
6.5,3067.5,74.9,70.8,1.2,2,85.1,4.8,25781,0
2.3,2093.9,92.9,69.1,1.73,1,86.1,3.0,17330,0
8.6,500.8,75.9,60.7,0.77,1,72.8,1.5,4064,0
3.7,1368.4,89.0,87.6,4.92,4,30.5,7.0,11610,0
5.3,2736.7,51.0,63.9,5.44,2,60.5,6.0,23622,1
2.1,1034.8,95.3,53.5,0.3,0,53.1,0.0,9139,0
5.1,3734.0,83.4,67.6,1.98,2,15.3,6.6,32062,0
2.4,3835.2,46.3,63.6,0.73,1,41.5,3.1,32981,0
7.4,1981.0,83.4,63.8,2.77,1,52.3,3.2,17065,0
5.4,3657.5,96.7,77.1,0.46,0,65.9,0.0,30613,0
7.4,3230.2,71.2,90.2,0.45,1,47.8,2.3,27631,0
3.7,227.6,58.4,56.3,1.81,0,14.7,0.0,2190,0
4.7,3793.7,95.1,74.5,1.62,4,76.6,8.6,31868,1
8.5,2102.8,78.7,59.1,1.76,0,40.1,0.0,18346,0
4.0,561.4,57.8,72.3,0.47,1,91.6,2.3,4959,0
8.4,2757.0,87.5,42.9,0.09,2,28.6,5.9,23641,0
5.3,847.7,52.4,50.1,1.05,2,91.7,4.8,7446,0
4.8,2299.8,62.4,74.7,1.15,1,24.4,3.3,19818,0
4.0,342.0,57.6,70.1,0.41,1,23.8,2.3,3071,0
4.4,3619.0,56.6,78.4,2.43,0,60.4,0.0,30719,0
7.5,716.9,82.4,66.4,0.37,0,28.4,0.0,6107,0
2.4,1871.7,70.1,72.8,1.5,1,12.3,1.7,15832,1
6.8,1047.4,94.8,36.2,2.73,3,77.8,7.4,9241,0
3.0,2775.9,56.3,57.7,0.47,1,85.0,3.2,23923,0
1.1,581.8,74.4,54.0,1.13,2,71.5,6.7,5430,0
6.0,3450.8,75.7,58.2,2.8,2,93.7,7.0,29700,0
2.1,317.9,90.8,50.1,1.48,2,67.8,7.3,2397,0
4.2,3855.8,64.4,58.5,0.86,4,63.0,6.6,32970,0
3.6,1034.8,93.5,83.7,0.06,2,59.3,4.0,8712,0
5.3,3627.3,92.8,56.1,5.19,1,89.1,1.8,30372,1
3.5,2559.1,66.3,64.8,1.05,1,24.6,2.1,21555,0
4.5,1480.2,64.8,60.5,0.83,2,68.7,3.0,13074,0
6.3,1740.2,74.4,69.5,2.43,0,43.0,0.0,15051,0
1.3,2339.3,85.4,59.7,2.78,0,52.3,0.0,19702,0
7.3,539.4,90.6,62.5,0.17,1,89.1,2.8,4545,0
6.4,1918.6,51.8,63.4,3.82,1,52.6,3.1,16083,0
6.2,2671.3,67.3,47.6,2.46,0,9.1,0.0,22640,0
5.7,2867.2,55.7,72.1,0.37,2,77.1,5.6,24113,1
3.9,3467.6,48.3,68.0,0.23,1,59.5,2.5,29076,0
6.3,2785.0,78.8,62.9,1.25,3,57.8,5.7,23383,0
8.3,3085.7,74.3,60.2,4.12,1,76.7,2.6,26052,0
5.7,3164.1,48.9,62.0,0.69,1,50.2,2.2,26839,0
6.8,2493.3,79.6,58.5,0.04,0,28.9,0.0,21295,0
1.4,3320.7,51.3,54.3,2.0,2,33.4,3.5,28133,0
7.1,2947.0,73.3,63.7,0.29,2,16.3,6.0,25156,0
6.7,3139.8,93.8,75.0,1.58,2,32.9,5.4,26207,0
4.5,610.7,51.7,82.2,3.23,2,22.4,3.7,5482,0
7.2,2875.5,55.3,62.3,1.29,1,53.8,4.0,24754,0
0.8,733.3,49.5,61.0,1.85,3,81.8,8.1,6186,0
1.3,3553.5,80.6,48.5,3.75,2,20.0,4.6,29808,0
3.0,3908.4,82.2,64.0,1.13,2,66.8,5.4,33512,0
2.5,384.0,82.3,52.0,6.85,1,19.1,2.2,3091,0
6.1,1238.0,47.7,75.0,1.24,2,22.4,6.5,10559,0
6.9,2958.4,47.3,61.4,2.92,1,53.4,3.0,24796,0
3.4,1531.6,49.8,62.1,0.84,1,42.5,2.3,13305,0
2.2,1000.4,97.6,62.1,1.52,0,29.5,0.0,8128,0
4.7,2598.6,62.6,48.7,0.66,1,60.5,3.6,21708,0
1.2,1525.9,77.4,68.6,1.48,0,76.9,0.0,12650,0
5.2,3756.5,54.3,68.4,0.83,0,78.5,0.0,31791,0
7.5,1487.9,49.8,72.6,4.36,1,23.4,3.7,12364,0
8.0,332.7,88.9,82.5,0.84,1,7.0,3.9,2344,0
1.9,1690.4,88.6,55.1,0.42,2,64.6,4.7,14216,0
3.1,962.9,87.8,64.9,1.35,2,94.5,3.7,8277,0
6.3,3547.5,62.8,79.0,0.57,3,73.0,8.6,29922,1
6.4,245.2,78.8,50.1,2.52,1,47.4,3.2,2512,0
3.9,454.6,85.2,67.2,1.07,2,53.1,7.7,3442,0
7.0,2480.6,46.2,64.1,1.41,2,53.1,5.0,21499,0
4.4,200.7,92.7,48.4,0.24,1,21.2,3.5,1785,0
2.5,2045.4,96.8,70.5,0.38,2,59.8,6.0,17612,0
1.1,1937.9,80.2,72.8,0.63,1,42.7,4.0,16257,0
6.8,251.3,92.7,74.7,0.07,0,34.0,0.0,2483,1
5.9,699.0,88.6,62.0,2.71,1,62.1,1.9,5631,0
8.9,3586.0,76.4,65.3,1.43,2,13.8,6.2,30077,0
4.1,2280.6,97.6,65.0,0.45,1,59.7,3.3,19367,0
5.8,2248.8,54.1,51.2,7.29,5,46.0,16.8,19198,1
3.4,1407.5,58.9,45.0,0.76,5,36.1,8.2,12394,0
6.8,1636.8,95.3,77.6,0.6,1,94.8,2.8,14349,0
7.3,1856.6,65.5,61.8,0.38,3,27.1,11.9,15348,0
3.5,1791.7,89.1,62.5,5.47,3,23.3,8.2,15097,1
7.1,255.8,80.0,57.9,0.0,0,41.7,0.0,1819,0
6.3,1072.2,72.2,65.3,0.31,2,13.2,3.8,8750,0
4.4,1612.5,92.2,73.8,1.7,2,46.7,7.1,13400,1
3.3,1677.8,61.2,61.0,2.06,2,54.4,4.2,14282,1
4.2,2376.0,54.6,59.2,0.53,0,11.4,0.0,20674,0
4.4,2681.7,79.4,70.8,3.93,2,44.5,7.9,22674,0
0.8,2840.4,94.5,51.6,0.87,0,7.5,0.0,24365,0
1.0,3258.3,87.9,61.4,2.73,3,50.9,11.6,27594,1
3.3,3440.5,71.4,58.0,0.79,1,5.5,2.2,29349,0
7.5,3721.3,66.8,62.4,0.11,0,45.4,0.0,31418,0
3.5,2318.0,66.9,66.5,0.33,0,26.3,0.0,19821,0
3.4,1671.0,88.3,61.1,1.25,3,43.5,6.3,14462,0
2.9,561.8,58.4,62.1,0.2,1,92.6,2.5,4495,0
2.0,931.9,85.4,92.0,0.8,2,28.9,7.6,7711,0
3.5,527.5,54.9,78.9,0.38,2,68.8,4.0,4546,0
5.9,2480.1,84.2,65.0,0.57,1,80.5,2.7,21223,0
8.1,2981.8,52.9,65.0,3.47,3,26.6,8.3,25596,0
5.9,1919.6,77.4,60.6,2.14,2,6.2,7.0,16144,0
3.4,2095.2,82.2,69.4,2.66,2,31.7,3.5,18203,0
6.0,423.8,88.3,76.5,6.61,2,84.7,3.4,3953,1
5.7,344.7,85.9,67.2,0.21,3,41.3,4.8,3103,0
6.1,1052.6,63.8,44.5,2.63,2,54.4,4.4,8719,0
1.8,3281.1,48.7,77.7,0.18,1,47.8,2.5,28110,0
6.9,881.9,94.6,59.3,0.99,2,57.1,4.2,7793,0
3.0,2789.9,82.3,41.1,1.49,2,65.3,5.3,23652,0
0.7,1155.0,51.4,57.1,1.66,4,32.8,12.7,10162,0
4.3,1412.9,60.0,68.4,3.55,1,59.3,2.0,11739,0
4.0,1320.9,47.9,78.5,3.43,1,82.0,2.5,11660,0
2.3,1184.1,54.6,65.9,0.39,2,58.4,5.8,9955,0
8.6,847.0,51.4,64.1,0.74,1,73.2,2.5,7029,0
7.7,1084.5,61.7,61.8,3.14,0,34.3,0.0,8905,0
4.1,3067.2,89.5,72.0,1.4,1,30.2,2.6,25748,0
1.4,3945.2,89.6,57.3,0.99,2,35.5,5.6,33671,0
4.5,1884.0,71.4,79.5,3.94,3,57.1,4.7,16513,1
3.9,599.4,50.1,41.9,2.84,2,28.1,4.3,5211,0
4.3,1641.1,96.6,64.6,0.95,0,29.1,0.0,14326,0
7.4,2181.9,76.8,54.7,2.17,1,34.8,3.3,19004,0
5.9,935.7,51.3,64.1,0.39,1,70.7,3.1,7540,0
1.8,2497.1,70.3,71.4,0.01,2,25.0,3.8,21724,0
3.9,3511.2,79.0,73.0,2.49,1,88.0,2.7,30078,0
6.4,589.3,58.0,62.4,1.63,2,46.2,6.5,5033,0
1.2,2466.5,91.0,55.3,0.25,3,42.0,8.3,21301,0
5.0,1015.6,63.0,80.3,1.86,0,58.4,0.0,8801,0
6.8,2653.4,96.5,62.5,0.05,2,16.0,5.9,22965,0
1.8,1661.4,47.3,69.8,1.14,3,39.3,11.5,13851,0
6.8,2987.6,93.3,68.2,1.13,3,76.3,7.7,24917,1
6.3,1613.6,91.0,40.8,2.39,0,66.8,0.0,13638,0
7.9,1933.2,87.8,60.8,1.25,1,85.2,3.4,16181,0
2.0,3673.5,62.2,78.9,2.59,2,29.3,3.5,31590,1
6.4,3316.8,92.8,71.3,2.35,0,24.9,0.0,28113,0
3.6,3760.5,69.3,56.9,6.0,2,57.8,3.7,31762,1
6.7,348.9,73.1,57.1,1.25,1,73.4,2.9,3298,0
7.6,559.3,66.4,66.2,0.4,2,5.9,4.5,4397,0
6.1,3779.4,95.5,67.1,1.24,3,28.9,10.7,32449,0
6.7,2753.7,70.1,42.6,0.4,2,68.4,6.7,23793,0
8.9,782.9,76.8,55.7,1.16,3,5.7,5.4,7110,0
8.7,335.7,81.1,83.1,0.08,2,56.1,4.4,3012,0
6.5,3971.4,65.5,78.9,1.55,0,80.9,0.0,33427,1
1.2,297.6,47.9,63.4,1.05,1,64.3,2.1,2048,0
3.1,1410.7,68.6,75.7,4.98,2,73.0,3.7,11982,1
6.1,3687.0,95.2,80.5,0.33,1,51.6,2.6,31549,0
8.8,2419.1,69.7,78.6,1.71,3,67.2,9.4,20076,0
6.8,2096.4,86.3,66.9,1.08,2,43.7,5.7,17668,0
6.2,1633.1,78.5,72.1,0.85,2,84.1,4.7,13472,1
3.6,2344.1,79.8,72.6,0.72,3,57.2,8.6,20295,0
4.1,2474.9,72.8,54.8,0.68,1,32.8,3.3,21187,0
5.4,759.6,58.4,66.7,1.11,0,94.4,0.0,6737,0
9.0,1828.9,91.3,57.9,1.75,1,76.8,1.6,15851,1
6.1,499.3,58.3,64.7,2.3,1,87.4,1.6,4555,1
1.6,653.4,97.7,77.6,0.9,0,44.0,0.0,5834,0
2.0,3698.1,47.3,70.9,2.39,0,80.4,0.0,31231,1
4.6,1334.2,67.1,53.9,0.79,2,64.8,6.8,11432,0
0.5,3250.8,88.6,71.3,2.15,0,57.7,0.0,27521,1
5.5,3340.0,47.6,82.1,1.66,2,26.1,6.1,27907,0
6.2,1108.9,76.7,76.6,1.37,1,86.9,2.6,9555,1
1.2,509.0,86.2,52.9,2.48,0,27.2,0.0,4157,0
3.4,1693.2,90.7,58.4,3.89,4,75.7,11.5,14003,0
7.0,3317.1,55.1,55.7,1.28,0,39.7,0.0,27960,0
7.8,287.0,75.0,54.6,0.07,0,68.5,0.0,2753,0
7.8,834.0,58.2,68.1,0.47,0,61.1,0.0,6633,0
0.5,2848.6,74.8,61.2,0.42,1,50.2,3.2,24165,0
8.7,2349.5,51.9,48.0,0.43,2,36.7,6.8,19678,0
6.4,2685.1,82.4,55.6,2.21,3,30.9,4.9,22974,1
7.7,2657.0,46.5,72.1,1.95,0,82.2,0.0,22463,0
4.6,3495.0,58.4,69.2,0.19,1,87.0,2.3,29715,1
8.2,3049.4,94.0,55.3,0.66,3,68.3,11.7,25572,0
4.1,2983.2,60.6,70.6,0.73,0,92.4,0.0,24951,0
5.6,3444.2,48.5,80.9,0.2,1,24.4,2.3,29742,0
2.3,2237.6,80.6,54.6,2.32,1,40.4,3.4,19424,0
0.9,1707.3,48.9,61.6,1.12,1,69.2,2.4,14559,0
3.5,2532.4,71.0,52.3,2.31,2,49.2,6.3,21246,0
5.8,309.7,68.2,69.2,3.77,1,10.1,2.1,2907,0
2.7,3787.4,88.7,65.9,2.74,2,51.5,5.2,32003,0
4.4,429.1,59.6,68.9,1.88,2,72.9,5.8,4085,0
9.0,2743.7,94.4,62.3,0.93,5,35.1,17.1,23054,0
5.3,2494.7,94.6,76.3,1.57,1,23.9,3.8,21398,0
4.5,1631.4,74.5,71.4,0.23,1,53.5,3.1,14324,0
8.0,2314.0,78.2,46.6,2.89,3,40.5,9.5,19474,0
7.4,3925.4,86.0,79.0,1.33,2,50.3,4.0,33769,0
6.3,3809.7,60.1,65.7,0.59,3,39.9,11.6,32083,0
3.8,3141.8,51.9,57.2,1.03,2,68.5,5.5,26216,0
8.3,621.9,76.3,62.1,0.04,2,80.3,6.3,5118,0
8.7,1022.5,71.5,66.6,1.76,0,8.9,0.0,8515,0
7.3,3989.8,48.2,60.9,0.26,1,89.6,2.5,33909,0
0.5,3617.5,49.3,64.4,6.0,0,59.4,0.0,30386,1
7.1,322.3,81.6,64.0,0.31,1,8.6,3.0,2585,0
1.5,3043.3,76.9,63.4,0.82,0,58.4,0.0,25680,1
2.3,2793.1,97.4,63.2,0.94,1,74.9,2.5,24052,0
0.8,3795.6,49.4,60.8,1.64,1,54.9,3.6,32748,0
2.9,2858.4,82.4,72.9,0.16,0,62.7,0.0,24261,0
8.5,3631.1,93.2,69.5,4.11,2,16.9,3.7,30387,1
8.3,2722.5,61.5,64.4,0.28,2,31.2,5.5,23457,0
8.8,466.8,73.3,79.6,4.46,1,18.0,3.3,3509,0
7.3,2329.0,55.0,73.3,1.73,2,28.0,5.7,19576,0
6.5,2990.7,53.7,64.7,2.5,1,10.3,3.1,25304,0
0.9,805.7,95.7,67.1,5.11,2,58.0,3.7,6753,1
2.3,484.5,65.6,82.5,3.33,2,50.9,4.2,4540,1
6.4,2560.7,68.4,60.9,3.71,3,6.7,11.6,21595,0
8.2,2201.1,75.0,49.8,0.35,3,7.8,7.0,18781,0
5.7,2189.0,86.5,42.2,6.05,0,53.7,0.0,18633,0
1.3,2712.3,78.6,68.7,2.64,0,31.8,0.0,22691,0
1.0,1472.7,89.9,71.5,3.68,4,41.8,15.0,12313,1
2.2,616.2,61.9,77.2,3.15,1,76.0,2.8,5250,0
7.8,1409.6,50.0,75.8,1.93,0,15.1,0.0,12158,0
7.7,3917.2,55.9,55.1,1.55,0,69.2,0.0,32989,0
7.4,622.4,47.2,76.3,2.84,3,60.0,8.4,5671,1
2.7,686.3,88.4,50.1,0.96,4,85.2,9.3,5345,0
4.8,611.2,73.5,60.6,0.78,2,45.1,4.3,5589,0
4.0,1745.9,92.1,76.5,0.44,1,90.9,3.0,14966,0
3.4,1008.2,77.0,63.7,3.86,0,89.3,0.0,8449,0
6.6,2934.7,70.4,69.3,1.33,0,32.4,0.0,25003,0
6.5,2924.7,57.5,59.5,2.35,2,8.3,4.1,24976,0
3.7,1183.3,72.5,68.0,1.75,2,8.2,4.1,10008,0
2.4,3909.8,61.9,61.2,3.89,1,89.0,2.3,33425,0
6.8,3686.8,90.8,65.3,9.4,0,32.4,0.0,31570,1
1.1,3398.1,95.9,51.1,0.04,1,87.0,1.7,28936,0
2.8,2365.6,82.9,60.2,3.27,2,24.2,3.9,19966,1
2.9,2678.4,79.3,63.0,1.52,1,69.2,1.5,22543,1
1.6,3844.4,65.0,61.1,1.35,1,26.7,3.6,33038,0
3.7,3076.2,60.6,61.6,0.88,0,48.1,0.0,26161,1
4.2,2893.8,48.1,59.7,0.11,1,89.1,3.0,24384,0
3.7,702.0,57.6,60.3,0.57,0,23.1,0.0,6293,0
6.0,3682.5,48.1,66.5,0.33,1,42.6,2.0,30950,0
8.4,1689.5,47.3,54.6,0.51,2,57.9,4.6,14171,0
8.4,2624.9,46.4,75.3,1.95,3,69.8,8.1,21998,0
5.2,315.4,79.3,55.2,0.77,1,81.7,1.6,2283,0
5.0,2556.4,66.4,68.7,0.61,1,30.2,1.6,21243,0
2.2,1219.8,88.5,69.6,2.02,1,45.0,1.8,10775,0
8.0,3330.5,49.2,59.4,0.42,0,79.8,0.0,28337,1
1.7,3291.5,94.2,64.2,3.17,2,36.1,4.1,28248,0
3.6,1420.2,45.1,64.7,0.12,2,79.5,5.5,11956,0
7.5,2389.7,49.9,55.6,3.0,3,55.4,10.2,20309,0
8.1,952.8,50.2,83.7,2.11,5,73.6,9.7,7835,1
3.2,1422.3,54.0,80.6,3.57,3,10.0,9.6,12238,0
5.7,796.2,90.2,63.4,1.78,2,11.7,3.9,6360,0
4.4,3645.9,91.2,77.9,0.25,3,18.3,9.7,30511,1
6.5,2905.0,79.0,53.8,1.17,6,15.9,11.5,25013,0
5.7,1867.6,46.4,56.8,1.2,1,51.7,2.4,16364,0
4.2,3998.8,72.2,47.1,0.33,1,62.3,3.8,34276,0
3.0,463.3,60.2,65.0,2.22,1,35.6,2.2,3542,0
3.0,2611.1,91.8,55.9,1.09,1,85.5,1.9,21886,1
3.1,2299.2,97.4,59.9,1.54,3,65.2,10.1,19176,1
6.4,3431.6,66.7,77.5,7.03,0,42.5,0.0,29599,1
4.5,911.5,72.6,60.7,3.0,1,73.1,2.1,7422,0
6.5,1700.1,47.1,72.9,4.31,1,49.7,1.6,14290,0
4.9,991.1,86.2,71.8,0.57,1,62.0,2.6,7940,1
4.5,896.3,76.0,48.0,0.94,4,88.0,8.1,7945,0
3.8,1392.5,95.5,51.0,2.82,1,54.0,2.9,12162,0
7.4,1383.0,75.5,80.0,0.42,2,77.9,4.4,11290,1
6.8,1195.9,79.7,54.8,1.16,2,21.5,4.8,10334,0
8.4,3550.7,60.3,78.1,1.09,3,86.0,7.2,30161,0
