machine_id_enc,process_seq,product_type_enc,material_type_enc,quantity,operator_experience,shift_num,historical_machine_utilization,historical_cycle_time,setup_time,previous_downtime,worker_skill,machine_age,batch_size,actual_processing_time
14,4,1,3,50,5.0,3,71.3,75.0,10.0,0.4,3,6.9,50,87.2
8,2,6,5,150,10.0,2,44.8,45.0,20.0,0.8,2,3.0,150,103.2
6,3,8,4,50,7.6,1,88.7,60.0,15.0,0.5,2,7.7,50,80.8
4,2,1,1,100,7.7,2,83.7,60.0,20.0,0.2,3,6.9,100,83.5
8,2,4,4,75,1.6,3,48.3,70.0,10.0,0.9,3,2.3,75,106.5
14,2,9,2,100,9.2,2,49.7,65.0,20.0,2.1,1,0.6,100,98.1
10,2,7,2,100,9.2,3,56.4,45.0,15.0,0.3,2,3.1,100,62.7
9,4,1,4,150,9.0,1,46.4,65.0,20.0,4.5,2,6.0,150,145.3
10,5,6,1,75,4.5,3,40.8,55.0,15.0,0.2,4,4.4,75,66.6
3,2,10,1,100,0.6,3,54.0,65.0,15.0,1.3,3,1.4,100,92.5
1,4,3,3,100,3.1,3,49.5,55.0,25.0,0.5,5,6.6,100,83.3
10,1,7,2,150,3.3,2,42.8,60.0,10.0,1.8,3,2.2,150,108.7
15,2,6,2,150,9.1,2,66.3,65.0,25.0,0.7,4,3.0,150,108.0
10,5,1,1,150,10.2,2,50.0,65.0,20.0,2.6,3,3.9,150,103.8
6,5,6,2,25,5.3,2,41.8,65.0,15.0,0.8,2,5.4,25,47.5
2,4,1,1,150,3.1,3,68.2,75.0,20.0,0.1,3,5.4,150,136.1
10,4,8,5,150,4.8,3,92.9,55.0,25.0,2.1,3,4.5,150,130.3
5,4,8,3,100,10.9,1,52.1,65.0,15.0,1.2,2,4.3,100,101.9
8,4,3,2,150,7.7,3,45.0,70.0,15.0,0.1,4,3.5,150,117.4
2,3,7,5,50,3.2,1,90.3,50.0,15.0,0.4,3,2.6,50,65.3
8,3,3,2,75,8.7,3,61.7,45.0,20.0,0.6,3,6.5,75,56.3
6,1,4,3,150,11.9,3,94.9,60.0,20.0,0.9,3,2.8,150,111.5
4,1,2,5,25,9.7,2,44.6,50.0,15.0,0.2,1,5.5,25,47.5
4,2,10,3,75,0.8,1,92.2,75.0,20.0,0.5,2,2.6,75,115.5
3,2,3,5,75,7.2,2,83.0,55.0,20.0,0.4,3,3.2,75,80.4
4,2,10,3,75,8.7,3,81.3,75.0,20.0,1.1,2,1.2,75,96.6
15,5,1,4,150,1.5,2,45.2,60.0,15.0,0.6,4,1.1,150,124.8
14,2,7,5,100,6.2,1,80.0,75.0,25.0,1.8,3,2.1,100,131.4
7,4,4,1,100,5.2,2,43.1,60.0,15.0,0.7,3,2.0,100,77.7
14,5,4,4,100,4.1,1,52.6,55.0,15.0,0.4,3,6.7,100,101.8
2,5,4,3,150,1.4,1,94.4,65.0,15.0,0.9,3,1.4,150,140.6
10,3,9,5,150,7.8,3,65.7,50.0,20.0,0.8,3,3.0,150,112.2
14,5,8,1,75,6.9,3,40.9,50.0,25.0,0.1,4,7.9,75,57.2
1,4,5,2,50,7.4,3,46.9,50.0,20.0,5.0,2,1.6,50,51.9
1,5,8,1,50,3.4,2,47.2,70.0,10.0,2.8,1,6.0,50,75.0
2,2,9,2,100,4.3,2,40.8,45.0,15.0,2.8,3,6.3,100,72.6
6,3,2,1,50,1.1,1,71.7,65.0,20.0,1.0,1,1.2,50,70.6
2,2,10,4,100,11.9,2,68.9,65.0,25.0,1.4,3,6.8,100,107.9
7,5,5,4,150,7.8,2,64.3,70.0,15.0,1.7,5,6.8,150,139.7
13,4,1,1,100,8.0,1,89.2,75.0,25.0,0.5,2,7.2,100,107.1
14,5,4,3,150,6.4,2,84.7,75.0,15.0,1.6,5,2.2,150,132.3
8,1,4,4,75,10.0,2,64.4,65.0,15.0,3.1,5,4.9,75,79.1
15,1,1,2,150,10.4,1,78.2,45.0,20.0,2.0,3,1.4,150,77.1
4,5,4,1,100,5.4,3,80.2,65.0,20.0,0.3,1,2.6,100,101.2
6,3,3,4,50,6.5,3,66.3,55.0,10.0,1.2,1,0.9,50,65.0
7,3,7,3,50,3.9,3,42.3,55.0,20.0,1.8,2,2.8,50,65.7
8,3,4,3,150,12.0,2,82.4,60.0,20.0,4.3,3,6.0,150,112.6
9,5,9,5,25,11.6,3,91.2,75.0,15.0,0.6,3,4.6,25,59.3
11,1,10,1,150,4.4,2,48.9,70.0,25.0,9.1,3,3.2,150,122.5
13,5,8,1,75,0.5,3,76.3,70.0,25.0,0.8,3,3.6,75,85.4
1,1,10,2,25,7.4,1,46.1,55.0,25.0,0.5,2,5.6,25,40.5
4,1,4,3,50,3.0,3,72.7,45.0,10.0,1.3,3,6.5,50,50.4
11,1,2,4,100,10.6,3,48.3,55.0,20.0,1.4,1,7.5,100,100.7
10,1,4,3,50,7.7,2,59.8,50.0,10.0,0.3,3,2.9,50,55.9
8,3,5,2,150,0.6,2,66.5,65.0,25.0,4.5,1,7.9,150,142.4
5,4,7,5,25,7.0,1,64.2,60.0,20.0,0.7,1,5.0,25,55.3
5,2,1,4,75,2.8,3,85.4,50.0,25.0,0.7,4,4.7,75,76.4
12,2,9,1,150,5.3,3,69.8,60.0,25.0,0.4,3,4.8,150,106.8
11,2,7,2,150,0.6,3,50.1,60.0,10.0,0.7,1,3.5,150,130.7
13,5,3,3,50,2.2,3,43.4,65.0,25.0,1.3,3,7.1,50,78.4
9,2,9,1,150,5.7,2,92.0,70.0,25.0,0.5,1,1.8,150,131.8
1,4,10,1,100,4.6,3,78.0,65.0,20.0,0.1,5,1.2,100,80.4
15,1,3,3,25,5.3,1,41.2,45.0,15.0,0.1,5,4.6,25,27.6
8,5,5,1,100,2.6,3,51.4,50.0,20.0,0.2,3,6.4,100,78.0
7,3,3,3,150,8.4,2,85.7,60.0,25.0,0.8,3,7.8,150,119.6
7,3,2,4,100,5.3,3,60.5,60.0,20.0,0.1,2,7.7,100,113.7
8,5,7,4,100,8.3,1,47.3,60.0,20.0,4.5,4,7.3,100,99.6
9,1,1,3,75,8.6,2,91.6,50.0,20.0,0.4,3,2.0,75,63.1
8,3,8,3,50,5.9,3,54.4,45.0,10.0,1.3,4,6.0,50,45.8
13,5,1,4,150,11.0,1,78.2,50.0,10.0,0.6,3,7.3,150,101.9
11,2,8,3,150,5.9,3,74.4,45.0,25.0,0.8,3,7.2,150,92.3
4,1,1,4,75,7.3,2,74.5,75.0,20.0,1.4,2,2.4,75,107.9
12,2,2,1,150,7.3,1,63.5,45.0,25.0,0.3,4,6.3,150,71.6
9,4,2,4,100,4.6,3,40.8,75.0,25.0,1.7,4,7.5,100,129.1
4,2,2,5,150,0.7,1,79.6,75.0,10.0,3.2,1,2.2,150,200.1
9,5,3,5,150,0.8,1,77.1,50.0,25.0,2.1,4,2.8,150,112.0
8,5,7,5,50,9.5,3,48.3,75.0,15.0,0.6,1,1.9,50,94.3
9,5,10,4,50,8.9,3,57.2,50.0,20.0,1.6,4,2.2,50,47.6
15,1,4,1,100,10.8,3,47.9,55.0,15.0,1.5,1,6.4,100,76.9
15,3,8,2,100,7.4,3,88.2,75.0,10.0,2.9,4,6.2,100,109.1
7,5,9,1,75,6.4,3,56.8,60.0,20.0,0.3,1,3.8,75,73.5
5,3,8,3,100,3.8,2,87.2,45.0,10.0,1.8,4,5.6,100,74.4
6,5,8,3,25,6.0,2,44.8,75.0,10.0,2.6,3,5.3,25,55.4
15,4,5,1,75,7.4,3,83.6,55.0,25.0,4.1,3,4.0,75,63.9
15,1,8,4,50,5.2,2,57.9,75.0,15.0,0.6,4,2.2,50,82.6
15,3,9,2,150,2.1,2,90.1,65.0,10.0,0.1,2,4.5,150,135.6
7,5,7,5,25,2.1,3,53.7,45.0,10.0,1.6,3,3.6,25,39.4
5,5,5,3,150,9.9,2,77.0,55.0,10.0,0.5,1,7.5,150,121.1
1,1,5,5,100,0.5,3,43.0,45.0,10.0,3.0,2,4.7,100,95.4
6,2,7,5,75,1.3,2,79.8,75.0,10.0,1.8,3,2.3,75,122.7
1,4,10,1,100,11.1,2,52.8,75.0,15.0,0.3,1,3.4,100,102.4
2,5,1,5,75,8.3,2,88.3,50.0,20.0,1.7,1,4.5,75,86.8
6,2,1,4,25,10.4,3,54.7,50.0,15.0,2.9,3,7.7,25,34.2
8,3,6,4,75,0.5,1,92.3,45.0,25.0,1.2,2,3.7,75,74.0
11,4,3,1,50,1.7,3,58.7,50.0,20.0,7.6,3,5.6,50,45.0
15,3,8,3,25,1.3,3,81.8,45.0,25.0,3.0,2,1.8,25,40.9
12,3,6,2,100,9.3,2,67.6,45.0,10.0,2.4,5,5.0,100,56.6
12,2,4,3,50,2.4,1,64.6,60.0,15.0,1.6,3,5.5,50,69.1
3,2,6,5,25,1.0,2,51.5,75.0,25.0,5.2,4,5.7,25,64.2
7,3,9,5,150,6.3,2,46.0,75.0,15.0,0.7,4,3.1,150,156.6
2,1,9,1,75,10.0,3,84.5,75.0,10.0,0.6,3,5.3,75,85.1
7,2,7,2,50,8.4,1,61.0,45.0,10.0,0.3,2,2.7,50,48.0
9,3,1,3,50,5.9,3,46.0,75.0,10.0,0.6,3,0.7,50,82.3
15,2,1,3,50,8.8,3,44.8,45.0,10.0,1.2,2,4.6,50,50.9
9,4,8,1,100,11.1,1,71.4,70.0,25.0,1.9,2,3.8,100,90.8
13,2,1,2,50,2.4,1,73.0,45.0,10.0,3.3,2,0.5,50,54.6
15,3,9,5,75,5.8,1,88.0,50.0,25.0,1.0,3,2.5,75,78.6
1,2,5,3,50,11.0,3,71.3,45.0,25.0,2.5,3,3.8,50,44.0
4,4,5,4,150,9.1,1,42.8,50.0,15.0,1.7,3,6.1,150,106.7
12,4,7,1,75,1.8,2,56.1,50.0,10.0,1.0,2,7.8,75,64.6
12,2,1,5,50,8.2,1,51.3,60.0,25.0,0.1,5,2.3,50,56.7
7,1,2,4,100,8.9,3,67.1,50.0,25.0,5.6,3,3.1,100,79.1
4,2,4,3,150,5.0,3,70.6,55.0,15.0,0.3,4,1.1,150,101.9
7,3,5,3,75,2.4,3,83.4,45.0,20.0,0.2,2,4.4,75,69.9
6,2,8,5,75,4.0,3,79.6,60.0,15.0,1.1,2,0.9,75,98.5
10,1,1,3,75,6.0,3,73.0,65.0,15.0,0.7,3,7.8,75,92.9
1,2,2,5,75,6.1,1,73.1,45.0,15.0,1.1,3,4.4,75,70.7
10,5,4,4,150,4.9,1,76.2,70.0,15.0,0.5,3,3.1,150,144.7
6,5,6,4,50,11.1,2,42.7,55.0,15.0,0.1,3,5.5,50,60.3
5,5,9,1,75,9.5,1,65.1,60.0,25.0,0.2,2,6.7,75,71.7
9,3,7,2,25,1.1,2,61.1,75.0,25.0,1.2,5,2.4,25,48.9
15,1,5,2,100,5.7,2,59.0,50.0,15.0,0.6,3,7.1,100,75.2
1,3,2,2,50,10.4,3,55.7,45.0,25.0,2.8,3,2.7,50,37.9
10,3,6,1,100,11.1,1,46.2,50.0,10.0,1.2,2,1.0,100,60.7
8,3,10,2,100,10.9,2,60.7,70.0,25.0,0.1,3,7.5,100,97.8
8,4,7,4,25,5.2,1,69.6,55.0,15.0,1.9,2,2.9,25,45.6
7,4,3,4,150,4.8,3,78.3,65.0,10.0,8.1,3,2.4,150,141.2
1,3,7,5,75,2.8,1,94.2,75.0,10.0,0.6,1,3.4,75,131.5
4,4,8,3,150,11.7,2,81.3,50.0,10.0,1.7,3,7.5,150,95.5
4,5,1,1,150,11.2,2,41.8,75.0,15.0,0.6,3,2.3,150,111.7
2,4,5,3,25,10.5,2,80.7,70.0,20.0,1.6,2,4.9,25,47.3
13,1,2,4,50,11.1,1,55.9,45.0,20.0,1.6,2,7.7,50,53.8
6,2,1,4,25,3.7,3,54.1,45.0,25.0,0.2,4,4.3,25,38.0
15,3,2,1,100,4.6,1,83.9,75.0,20.0,0.9,3,3.4,100,102.0
7,5,8,4,100,2.8,3,48.7,60.0,20.0,2.6,3,3.5,100,106.4
1,2,5,5,75,4.0,2,49.7,60.0,25.0,1.9,5,2.0,75,87.4
7,2,10,1,150,1.1,2,65.3,70.0,20.0,6.2,1,1.2,150,133.6
12,1,7,5,150,1.4,1,82.6,45.0,15.0,0.9,3,3.7,150,109.5
1,4,10,4,50,6.4,1,89.2,50.0,20.0,1.4,5,7.7,50,58.5
7,4,4,1,100,3.5,1,71.9,70.0,10.0,0.5,3,8.0,100,102.9
9,3,9,5,150,3.5,1,87.8,75.0,25.0,4.3,3,4.8,150,181.1
7,1,1,5,50,11.3,3,71.4,50.0,15.0,4.3,4,0.7,50,56.5
3,1,5,2,150,11.5,3,69.3,60.0,25.0,0.3,5,6.9,150,94.8
12,4,8,5,25,3.6,2,56.2,50.0,10.0,1.7,2,6.9,25,48.0
11,3,4,1,150,3.1,1,53.0,55.0,20.0,0.3,2,4.3,150,96.6
14,3,2,3,25,7.0,2,90.9,50.0,20.0,0.7,2,2.5,25,42.9
8,3,3,2,150,6.4,2,89.3,60.0,25.0,0.9,3,4.4,150,114.6
6,4,6,4,25,4.6,1,42.6,50.0,10.0,1.9,1,6.2,25,49.4
15,4,10,1,100,5.2,1,79.4,60.0,20.0,0.1,3,1.0,100,79.3
6,5,10,3,50,10.2,2,84.8,65.0,15.0,0.6,5,5.6,50,57.5
13,2,4,2,25,3.6,3,62.6,50.0,10.0,0.4,3,3.4,25,35.0
4,3,3,3,100,3.3,2,59.7,60.0,10.0,2.3,4,6.8,100,100.9
8,1,3,1,25,11.9,1,62.5,60.0,25.0,1.8,4,2.8,25,29.4
7,3,3,4,50,11.8,1,78.1,75.0,10.0,0.4,3,5.1,50,81.9
13,3,3,5,50,7.2,3,49.6,50.0,15.0,1.9,3,0.7,50,62.5
13,5,2,1,100,4.2,2,64.5,60.0,20.0,0.5,3,1.7,100,83.3
6,2,6,4,25,5.5,1,85.9,65.0,10.0,1.6,3,4.5,25,49.5
7,2,6,5,150,5.5,3,56.3,75.0,15.0,0.8,5,2.2,150,151.7
2,4,2,5,25,3.6,1,75.7,65.0,20.0,2.6,3,1.1,25,53.0
10,5,10,2,150,2.0,1,91.9,50.0,10.0,2.7,4,1.3,150,90.7
13,2,3,4,75,9.6,1,91.2,45.0,15.0,1.8,4,6.8,75,65.4
15,2,4,3,50,10.6,3,47.1,75.0,25.0,6.1,5,3.8,50,67.1
2,4,10,5,25,5.4,2,91.1,50.0,15.0,0.6,3,1.0,25,41.8
6,1,3,2,150,4.6,1,81.2,50.0,15.0,0.5,1,3.1,150,100.4
5,3,4,5,75,1.4,2,80.5,50.0,15.0,1.3,2,7.5,75,91.1
8,1,5,5,75,7.8,1,81.8,60.0,25.0,2.8,3,3.1,75,88.1
10,2,6,4,100,2.7,1,43.1,75.0,10.0,2.8,1,0.9,100,142.3
6,5,1,1,25,3.8,3,55.1,50.0,10.0,2.0,3,4.9,25,35.0
7,2,4,1,75,8.5,2,77.2,65.0,20.0,4.9,3,1.9,75,73.2
6,5,3,5,50,7.6,2,43.9,50.0,20.0,2.5,3,4.2,50,60.6
1,1,1,5,100,11.5,1,49.2,70.0,20.0,0.3,2,4.2,100,124.2
10,5,1,2,75,11.7,3,75.5,70.0,20.0,0.3,3,5.0,75,79.3
11,5,3,5,50,0.5,2,56.2,50.0,15.0,1.2,2,7.4,50,75.6
7,1,10,1,150,11.4,2,89.9,75.0,25.0,5.2,3,7.6,150,122.6
8,3,6,4,25,7.1,2,68.2,65.0,25.0,0.8,3,6.0,25,54.7
5,5,4,4,100,11.1,1,49.1,45.0,15.0,1.2,3,5.6,100,68.8
6,2,5,1,100,7.0,1,63.4,45.0,10.0,0.3,1,4.0,100,67.9
1,3,10,2,75,9.7,3,52.3,55.0,10.0,2.5,3,4.2,75,63.1
10,3,1,5,150,3.3,1,53.9,60.0,15.0,0.5,5,5.2,150,130.8
14,1,6,2,150,8.3,2,65.2,45.0,25.0,3.4,5,7.8,150,74.9
6,5,10,2,50,3.6,2,40.4,45.0,15.0,0.1,3,5.6,50,48.1
4,5,8,4,50,9.6,2,94.4,65.0,10.0,0.1,4,4.4,50,73.0
10,1,9,2,50,11.8,2,68.3,55.0,10.0,3.5,2,0.9,50,49.4
2,5,6,1,100,1.9,3,91.1,50.0,10.0,2.8,3,5.8,100,73.5
9,2,5,3,150,0.9,1,84.9,65.0,15.0,2.4,3,7.1,150,146.7
1,4,2,3,50,5.3,1,74.5,60.0,15.0,1.5,2,3.9,50,66.3
14,2,9,1,75,10.3,1,76.5,55.0,20.0,0.0,3,7.6,75,60.9
10,3,3,2,50,9.1,1,48.0,65.0,20.0,0.5,5,3.4,50,54.0
10,4,5,5,25,5.3,2,80.6,60.0,10.0,1.2,1,5.8,25,55.1
5,2,7,1,50,5.6,1,71.1,45.0,15.0,2.4,3,5.9,50,42.1
10,1,7,5,50,11.0,2,65.5,50.0,20.0,4.1,3,7.2,50,66.5
7,2,9,5,150,5.6,1,56.6,45.0,20.0,0.9,4,7.5,150,101.4
11,1,3,3,50,11.6,1,93.0,45.0,15.0,1.0,5,0.5,50,39.5
13,2,9,2,150,3.4,3,69.3,55.0,20.0,2.4,4,5.3,150,100.9
1,3,2,2,75,5.2,1,48.8,70.0,25.0,1.4,1,5.2,75,100.4
10,2,9,5,25,1.8,3,92.1,70.0,20.0,2.2,3,7.2,25,66.1
6,5,9,5,75,2.6,3,48.2,75.0,10.0,0.5,3,7.9,75,129.4
12,3,7,1,50,8.6,3,91.3,75.0,10.0,2.6,1,4.6,50,76.0
6,4,2,1,50,9.3,2,66.7,45.0,20.0,1.6,2,7.0,50,35.1
12,1,9,3,75,6.5,1,72.2,75.0,10.0,0.0,2,5.2,75,108.9
8,2,4,4,50,3.5,1,86.9,75.0,10.0,0.2,1,2.5,50,100.5
15,4,9,2,50,7.7,3,89.7,75.0,25.0,0.2,2,2.9,50,80.0
2,4,10,5,100,3.8,3,48.8,50.0,10.0,2.1,2,4.3,100,100.5
9,5,1,1,75,11.4,2,69.1,70.0,20.0,2.4,3,6.5,75,75.5
8,2,9,1,150,8.8,3,53.1,55.0,25.0,1.0,3,1.3,150,85.6
10,5,10,5,150,5.6,1,41.9,55.0,15.0,0.5,1,2.7,150,133.5
1,1,6,3,100,8.9,1,79.0,65.0,15.0,0.8,4,3.0,100,95.3
1,5,6,5,50,7.2,1,86.9,70.0,15.0,3.1,3,5.9,50,90.8
10,1,8,4,50,2.8,1,72.1,55.0,10.0,0.6,1,1.5,50,70.8
5,2,9,4,75,11.9,2,77.0,55.0,15.0,0.2,1,8.0,75,86.2
4,3,5,5,150,6.7,2,57.2,60.0,20.0,1.5,3,1.3,150,132.3
11,2,3,3,100,4.7,3,80.7,55.0,10.0,2.1,1,0.7,100,95.7
3,5,7,4,75,0.9,1,81.0,75.0,20.0,1.6,3,7.4,75,119.7
2,5,5,4,100,6.1,1,51.3,55.0,10.0,1.6,3,3.9,100,91.4
15,2,6,3,100,2.5,1,58.2,75.0,20.0,1.1,3,1.3,100,117.8
14,4,1,3,75,2.2,1,45.6,70.0,15.0,13.2,1,5.3,75,111.2
10,3,4,5,50,3.5,2,57.4,60.0,25.0,1.7,4,5.7,50,77.6
4,3,4,5,25,9.7,2,68.6,75.0,20.0,0.0,4,3.2,25,59.6
7,4,5,2,100,1.3,1,71.8,60.0,10.0,1.2,2,3.3,100,97.0
4,3,8,3,150,3.0,2,69.9,50.0,10.0,2.1,3,1.8,150,102.6
12,1,3,3,50,5.1,3,42.0,60.0,10.0,1.7,5,7.1,50,64.0
3,3,5,1,50,10.2,2,42.8,70.0,20.0,0.6,4,7.6,50,63.1
13,1,10,2,100,8.0,1,74.2,45.0,20.0,2.8,3,6.5,100,69.2
11,1,4,1,150,1.7,1,44.7,45.0,25.0,2.0,5,5.9,150,77.5
14,2,6,3,75,7.8,2,61.0,70.0,10.0,0.7,3,4.4,75,89.6
12,1,1,4,150,3.7,1,79.8,65.0,15.0,1.6,1,5.1,150,166.3
9,2,9,1,25,5.2,2,42.9,45.0,10.0,1.9,3,4.3,25,30.4
10,1,8,4,150,3.8,3,75.5,75.0,15.0,2.6,3,1.0,150,163.2
11,4,7,3,50,5.6,2,69.7,45.0,15.0,4.4,3,1.0,50,49.1
8,4,1,2,150,7.7,2,72.0,55.0,20.0,0.3,3,6.7,150,98.5
8,3,9,5,150,7.2,1,93.2,55.0,15.0,1.4,3,0.7,150,126.1
3,3,7,5,50,5.4,1,80.0,45.0,15.0,0.2,3,4.7,50,56.5
12,2,1,3,150,7.2,1,76.3,70.0,15.0,1.1,5,0.9,150,120.2
12,4,7,1,25,4.1,1,80.4,75.0,25.0,0.5,4,1.5,25,47.2
9,5,2,1,50,2.6,3,91.8,45.0,25.0,0.1,3,5.5,50,41.4
7,1,10,3,150,6.6,2,79.3,55.0,25.0,0.0,3,4.5,150,108.7
15,3,6,4,50,1.1,2,63.7,70.0,20.0,3.6,2,5.1,50,93.8
3,3,6,4,50,11.8,2,92.2,50.0,20.0,2.5,1,4.5,50,63.2
10,3,6,3,25,8.7,2,81.5,45.0,25.0,1.2,4,6.0,25,34.2
3,2,5,3,75,11.7,2,67.1,55.0,20.0,0.3,2,1.0,75,66.7
1,4,5,5,100,4.8,1,48.0,50.0,10.0,4.9,3,7.9,100,98.9
8,3,9,4,75,9.8,1,55.4,55.0,15.0,3.8,2,7.1,75,83.3
15,2,7,1,75,9.0,3,65.9,65.0,25.0,1.7,5,6.0,75,68.4
12,3,7,5,150,6.9,2,46.4,70.0,10.0,0.4,5,7.0,150,145.2
2,3,4,2,25,6.9,1,54.8,75.0,10.0,0.1,3,4.3,25,50.9
2,2,1,1,150,6.1,1,40.5,50.0,10.0,1.9,3,0.9,150,79.3
9,2,7,5,100,4.6,1,70.8,65.0,20.0,0.8,3,0.5,100,113.1
14,4,1,5,100,4.8,3,88.5,45.0,15.0,2.0,1,5.5,100,93.1
1,5,10,5,75,4.6,2,56.6,75.0,20.0,2.9,4,2.5,75,105.0
14,4,1,1,150,7.4,3,68.6,50.0,15.0,0.4,4,7.2,150,80.1
11,2,9,5,150,0.9,2,69.2,45.0,25.0,1.3,3,2.0,150,109.2
8,5,6,3,50,9.3,2,49.4,60.0,15.0,1.8,3,5.7,50,60.5
1,5,2,1,50,1.3,1,89.9,75.0,10.0,0.1,3,6.2,50,77.3
3,3,6,3,75,5.2,2,50.4,45.0,15.0,0.8,2,3.8,75,60.8
4,2,10,2,150,3.9,2,59.7,55.0,15.0,0.7,4,2.8,150,92.9
4,4,6,4,50,9.6,2,59.0,70.0,25.0,0.4,1,1.5,50,83.6
8,2,2,1,25,9.2,3,57.0,65.0,10.0,0.0,3,3.1,25,41.0
11,3,4,2,75,9.7,3,55.6,50.0,25.0,1.9,3,5.1,75,56.2
8,4,9,2,25,9.7,1,53.4,60.0,25.0,0.6,3,3.8,25,36.4
2,4,10,3,25,2.3,2,53.4,65.0,25.0,2.2,1,6.7,25,61.9
10,5,1,2,100,0.5,3,91.3,60.0,10.0,1.2,5,0.5,100,82.3
11,2,1,2,75,9.6,3,87.4,65.0,15.0,7.8,3,1.1,75,77.3
9,4,9,3,25,2.5,2,95.0,60.0,10.0,0.5,2,1.7,25,45.3
15,2,9,5,50,11.7,1,88.5,50.0,25.0,0.2,4,5.3,50,55.7
8,2,5,5,50,7.3,3,59.5,75.0,10.0,1.0,3,6.0,50,90.7
10,1,2,4,25,6.8,1,58.3,60.0,10.0,0.2,3,2.4,25,45.3
2,5,10,3,150,5.5,3,85.0,45.0,15.0,2.6,3,1.8,150,88.0
6,1,4,1,50,2.0,2,91.5,55.0,10.0,2.5,4,7.5,50,57.0
2,2,2,2,100,11.6,2,44.9,65.0,25.0,3.8,5,1.7,100,77.4
15,3,5,3,100,7.2,2,49.2,50.0,15.0,0.1,5,2.0,100,64.7
13,4,10,1,75,9.5,1,45.9,65.0,20.0,2.0,5,5.2,75,59.2
7,2,8,1,75,9.9,2,69.3,75.0,20.0,0.7,2,4.8,75,86.6
13,5,6,2,75,5.5,2,49.9,70.0,25.0,1.8,1,0.6,75,95.1
10,4,3,2,75,11.3,1,86.3,55.0,15.0,1.6,3,4.1,75,66.1
1,2,8,2,50,4.2,2,66.5,65.0,20.0,2.9,3,6.2,50,70.3
12,1,4,1,75,4.8,2,62.9,65.0,25.0,0.3,2,2.7,75,77.8
11,4,8,4,75,2.9,3,42.2,45.0,25.0,1.6,3,5.3,75,66.7
6,2,7,4,50,2.0,3,64.5,65.0,15.0,1.3,3,6.2,50,84.1
14,5,4,1,25,10.6,2,52.6,55.0,20.0,0.0,4,4.1,25,26.5
8,4,3,5,100,10.7,2,69.7,65.0,10.0,1.8,5,4.5,100,100.3
15,2,7,1,150,8.1,3,46.2,50.0,15.0,1.3,3,6.9,150,84.4
12,3,9,4,25,8.2,2,69.5,45.0,15.0,0.6,3,7.1,25,38.4
13,1,6,3,100,7.2,1,65.1,50.0,10.0,2.6,2,5.5,100,82.3
11,1,5,3,25,5.0,3,69.3,65.0,20.0,0.4,2,2.4,25,48.7
2,3,5,1,150,1.4,3,89.2,45.0,15.0,2.0,3,6.9,150,88.1
13,5,4,1,100,0.6,1,55.6,60.0,15.0,1.3,3,6.8,100,89.4
5,4,9,4,150,5.0,1,48.3,70.0,20.0,0.7,4,0.7,150,133.8
1,1,9,3,150,6.6,3,65.7,45.0,15.0,0.9,4,3.9,150,78.5
9,2,8,3,50,3.3,2,50.1,45.0,25.0,0.8,3,1.1,50,52.1
10,5,1,4,25,6.9,1,40.5,60.0,20.0,0.9,2,0.7,25,49.2
6,2,9,3,100,6.0,1,47.0,60.0,15.0,1.3,4,0.8,100,93.0
6,1,6,4,150,12.0,3,73.7,60.0,20.0,0.1,1,2.3,150,125.9
14,5,7,3,50,8.4,1,68.4,60.0,25.0,0.6,1,5.8,50,73.0
7,5,8,4,75,5.2,2,82.1,70.0,10.0,1.0,2,6.1,75,111.6
14,2,9,5,25,11.8,1,46.9,55.0,20.0,0.2,4,2.5,25,41.6
9,3,8,5,150,7.6,3,45.7,75.0,10.0,3.3,2,6.7,150,173.5
4,1,5,4,50,1.3,2,74.6,75.0,20.0,1.9,1,6.9,50,108.5
6,4,10,5,150,9.9,3,60.8,55.0,15.0,0.2,3,7.9,150,121.9
10,5,1,4,100,2.0,3,82.4,50.0,10.0,3.8,3,3.3,100,91.8
1,2,8,3,75,6.1,2,81.7,75.0,20.0,1.2,2,6.2,75,107.3
10,1,9,3,150,3.4,3,81.8,60.0,15.0,4.3,5,7.0,150,115.8
13,1,4,3,75,1.7,1,91.6,55.0,20.0,4.4,2,1.5,75,84.9
8,5,9,2,100,7.0,2,70.9,45.0,10.0,2.2,2,7.2,100,70.1
12,4,9,3,50,9.2,2,85.1,75.0,25.0,1.1,2,0.9,50,81.8
10,1,8,4,150,5.6,3,54.6,70.0,20.0,0.6,3,0.9,150,145.4
15,2,5,5,25,3.4,2,84.9,70.0,10.0,0.6,4,1.1,25,57.4
15,2,5,2,100,1.9,3,41.6,50.0,15.0,1.6,3,6.2,100,78.3
1,1,6,1,50,1.7,1,69.0,45.0,15.0,2.9,5,7.6,50,36.9
8,1,1,1,25,2.3,2,89.3,55.0,25.0,0.6,5,6.5,25,36.8
1,4,4,5,25,8.2,2,85.8,45.0,15.0,2.3,1,7.8,25,38.4
7,4,6,5,50,5.6,1,53.5,45.0,15.0,1.0,4,1.0,50,52.1
11,2,10,3,100,7.1,1,50.4,55.0,10.0,0.1,5,6.4,100,82.8
7,1,3,1,150,8.6,3,70.6,70.0,10.0,0.0,2,7.9,150,125.1
9,4,3,2,25,11.4,2,78.8,75.0,25.0,0.5,3,3.4,25,48.4
5,5,9,5,75,2.7,3,77.1,60.0,25.0,0.2,3,1.4,75,92.9
